epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_feature_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.29526569780826567,0.2578106307852268,0.3327014978313446,9.633644411573187e-05,0.90924,0.5510060925483704,0.8408,0.04844206258138021,22.85155013298533,11405651.856792917
2,0.0001,0.3036224648952484,0.2461536776673794,0.36106942189693453,0.00010914732079021632,0.91392,0.5349770867347717,0.8399,0.048890239687319155,22.501787063991944,11511174.86238206
3,0.0001,0.3106207162952423,0.24288473847389222,0.3783335471725464,0.00011573846938321368,0.91464,0.5385159927368164,0.8394,0.04920203807689526,22.70047250352088,11584587.58866801
4,0.0001,0.30898549879550935,0.23920193566322326,0.3787456198310852,0.0001172100541740656,0.91572,0.5234719758033752,0.8439,0.04844371193214699,22.591201007176355,11406040.195348982
5,0.0001,0.3007308735704422,0.23345994446516036,0.36797888348579405,0.0001145911349914968,0.91726,0.5401967554092407,0.8439,0.049263605527524595,22.742712953288084,11599083.60453044
