setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.8348,0.04761766172055845,33.84063560159723,11211547.2149194,32.0
UniformW4,0.7499,0.048419844382957176,21.869271151294374,11400420.596549353,4.0
AllocAwareKD_T2_a0.5_b0.1,0.8439,0.04926360744900174,22.35203226850291,11599084.056940973,4.4714283850372505
