epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.4918392059133202,0.84322,0.4939618408679962,0.8625,0.048144974885163484,26.960211992263794,11335702.753608217
