setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.9929,0.031719792121207034,9.605043638900966,614996.5250794844,32.0
UniformW4,0.9911,0.03168052056760204,10.245523427369868,614235.1118612244,4.0
StateAwareHessianMixed_a0.75,0.9942,0.03431686028338145,9.708445566664835,665349.5629880774,5.345727263124538
