layer_name,params,hessian_trace,trace_density,rank,state_cost_proxy,hessian_norm,state_cost_norm,state_aware_score,state_aware_rank,assigned_bits
features.0,6272,8.77246048168745,0.001398670357411902,1,1183744.0,1.0,1.0,1.0,1,8
features.8,802816,1.0378019225783646,1.2927020918596099e-06,2,131072.0,0.1183022624889312,0.11072664359861592,0.11640835776635239,3,4
features.4,401408,1.0165855425177142,2.5325492828187634e-06,3,591872.0,0.11588374147023416,0.5,0.2119128061026756,2,8
classifier,1280,0.09640525234863162,7.531660339736846e-05,4,160.0,0.010989533956850307,0.0001351643598615917,0.008275941557603129,4,4
