epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.2962388457965851,0.2592306296944618,0.33324706205368043,0.9096,0.5489346141815186,0.8383,0.04840239126699942,23.261777754090012,11396311.271846343
2,0.0001,0.30078036629199983,0.24472863719940186,0.35683209499835966,0.91336,0.54454250831604,0.8422,0.048686119249131944,23.48020694153324,11463114.83911389
3,0.0001,0.2970440067768097,0.23759581395745277,0.3564921995830536,0.9167,0.5362969693183899,0.8403,0.049134645747432,23.145510471028505,11568720.108905254
4,0.0001,0.3009428262424469,0.23703219000697137,0.3648534622383118,0.91728,0.5334683347702026,0.839,0.04863716071234809,23.09559931634528,11451587.58374493
5,0.0001,0.292115544424057,0.22907273356080055,0.35515835574626925,0.91884,0.5189012086868287,0.8473,0.04931906837745949,23.189796668708706,11612142.29616398
