setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.8348,0.04761766172055845,36.605191731433955,11211547.2149194,32.0
UniformW4,0.7499,0.048419844382957176,22.621619930360346,11400420.596549353,4.0
HessianKD_T2_a0.5,0.8473,0.04931907398365162,23.068769437492275,11612143.616138242,4.4714283850372505
