setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
FP32,0.7923,0.05649755681818182,231.84442447491165,1966266.8427054544
UniformW4,0.6608,0.061122821694906654,38.86219822670682,2127238.4931274676
HessianMixed,0.7978,0.05640567129159903,38.577711450489005,1963068.979392078
