epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.5030831190299988,0.82714,0.5829180638313294,0.7978,0.05640567129159903,38.68413514974236,1963068.979392078
