setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.8348,0.04761766172055845,36.58851126363133,11211547.2149194,32.0
UniformW4,0.7499,0.048419844382957176,22.56381575753734,11400420.596549353,4.0
HessianKD_T2_a0.7,0.8432,0.0493146807635272,23.07151181469108,11611109.2353419,4.4714283850372505
