epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.7536762356758118,0.74375,0.6080165505409241,0.78828125,0.061223770890917094,20.973102147399914,1123649.1731741768
