setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.78203125,0.05916910128934043,254.06805324819288,1085939.5096666608,32.0
UniformW4,0.746875,0.06078769798789706,20.90709825133672,1115645.8609019688,4.0
HessianMixed,0.78828125,0.061223770890917094,21.293690650054486,1123649.1731741768,4.905875132511298
