setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.8383,0.04757858597366898,33.63508502151936,11202346.855947962,32.0
UniformW4,0.7605,0.048338228285047746,22.666811622726687,11381204.139836736,4.0
HessianMixed,0.8399,0.04931658469871238,23.478142098541475,11611557.515632268,4.4714283850372505
