epoch,lr,train_loss,train_acc,train_write_ratio,train_estimated_state_write_bytes_per_sample,test_loss,test_acc,spike_rate,avg_batch_infer_ms,write_ratio,estimated_state_write_bytes_per_sample,sop_proxy
1,0.0001,0.01585193924876706,0.9953333333333333,1.0,1906688.0,0.0661707139711798,0.983,0.043758404993370706,30.71905591875125,1.0,1906688.0,848406.1595079484
2,0.0001,0.0124765398042975,0.99635,1.0,1906688.0,0.11043475845971844,0.9666,0.04008043376787392,30.55994933957507,1.0,1906688.0,777096.1233519871
3,0.0001,0.011074987064573603,0.9966,1.0,1906688.0,0.06048708642207785,0.9827,0.04118515556818945,31.243010655425156,1.0,1906688.0,798514.9291807734
4,0.0001,0.010068385874577021,0.9971166666666667,0.9999996527777778,1906687.3379555556,0.05638351111226657,0.9821,0.0406871377488084,30.781107735197256,1.0,1906688.0,788859.1525232008
5,0.0001,0.009213091110415796,0.9975166666666667,0.9999996527777778,1906687.3379555556,0.12450064302147075,0.9611,0.040743348990500805,31.89223074609307,1.0,1906688.0,789948.9994610096
