epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,1.9766911625862122,0.35,1.2644832253456115,0.53125,0.06246687514441354,10.3481025000292,1146464.0544904438
