epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.45847220724105836,0.26176445071935656,0.655179963684082,0.90862,0.5616759508132935,0.8402,0.04878329038266782,22.939512031568082,11485993.718760647
2,0.0001,0.4455693550300598,0.24609125915765762,0.6450474513626099,0.91404,0.5484376119613648,0.8417,0.049079752197265625,23.177218659051285,11555795.45852875
3,0.0001,0.4462969031715393,0.23759866000056268,0.654995146598816,0.91626,0.5441819906234742,0.8418,0.0497679653817636,22.98867150215776,11717834.80135095
4,0.0001,0.43347057354927065,0.2365561323058605,0.6303850150871276,0.917,0.5439180031776428,0.8432,0.049020059497974534,22.897547799026132,11541740.851639073
5,0.0001,0.43910251941680906,0.233755350766778,0.644449688243866,0.91882,0.5449283905029297,0.843,0.04995700509530527,22.99316575643933,11762344.077894283
