setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.8348,0.04761766172055845,36.305102804426554,11211547.2149194,32.0
UniformW4,0.7499,0.048419844382957176,22.459158116275336,11400420.596549353,4.0
HessianKD_T4_a0.5,0.843,0.049957006587275754,22.801174776284558,11762344.429177755,4.4714283850372505
