setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.9756,0.027602240744159505,24.172891785574567,535163.726079914,32.0
UniformW8,0.9758,0.027595683142706096,11.214207205328213,535036.5845749732,8.0
HessianKD_T2_a0.5,0.9862,0.029672234838631177,11.496628189732315,575297.6327010741,6.670751029893314
