layer_name,assigned_bits,params,hessian_trace,trace_density,rank
features.0,8,6272,27.374018758535385,0.004364480031654239,1
features.8,8,802816,8.273697470128536,1.0305845262337243e-05,2
features.4,4,401408,3.455500890314579,8.608450480096508e-06,3
classifier,4,1280,0.33579141087830067,0.0002623370397486724,4
