epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,params,model_size_mb,synapse_count_proxy,sop_proxy
43,0.001,0.47171432779312134,0.8342,0.6231311131477356,0.7947,0.05387333826135706,83.66571040824056,14724042,56.167762756347656,14715584,12684442.15272662
44,0.001,0.43984277176856995,0.8481,0.5652365833282471,0.8125,0.05360256928620515,83.85008247569203,14724042,56.167762756347656,14715584,12620689.77515155
45,0.001,0.42556134209632873,0.85182,0.5846870851516723,0.8068,0.052873460942021125,83.59710481017828,14724042,56.167762756347656,14715584,12449021.693808496
46,0.001,0.46427796754837036,0.83872,0.573976794052124,0.806,0.051729882405598955,83.62342971377075,14724042,56.167762756347656,14715584,12179766.877595415
47,0.001,0.46538413389205935,0.83918,0.5909905537605286,0.801,0.05275420665599682,83.60876115038991,14724042,56.167762756347656,14715584,12420943.350394884
48,0.001,0.4610005449867249,0.83924,0.5576410453796387,0.8192,0.051861394495081016,84.01720928959548,14724042,56.167762756347656,14715584,12210731.312792037
49,0.001,0.40412798993110655,0.85774,0.5526892787456512,0.8228,0.0516612447781033,83.62917429767549,14724042,56.167762756347656,14715584,12163606.193227848
50,0.001,0.45056025804519656,0.84416,0.5957258971691132,0.8057,0.05229699627911603,83.62723663449287,14724042,56.167762756347656,14715584,12313293.46708831
51,0.001,0.4444563356876373,0.84424,0.5888593765258789,0.8071,0.05293900514955874,83.72409152798355,14724042,56.167762756347656,14715584,12464454.034476226
52,0.001,0.40228692655563353,0.86114,0.5988876309871674,0.8054,0.0523197758879485,83.57788966968656,14724042,56.167762756347656,14715584,12318656.911044491
53,0.001,0.3990328689002991,0.85996,0.5864212761878967,0.8107,0.05221083387586806,84.00273835286498,14724042,56.167762756347656,14715584,12293006.58576611
54,0.001,0.3932854177856445,0.86428,0.5632258708953858,0.8139,0.05050231755009404,83.80896667949855,14724042,56.167762756347656,14715584,11890737.537649328
55,0.001,0.3857838097190857,0.86476,0.5586488862037658,0.8164,0.05092825326425058,83.591467468068,14724042,56.167762756347656,14715584,11991023.822133658
56,0.001,0.4180836103630066,0.85508,0.5707128302574158,0.8113,0.049720272601092304,83.64158412441611,14724042,56.167762756347656,14715584,11706605.567428356
57,0.001,0.374257630815506,0.86874,0.5641498647212982,0.8167,0.050307791635018806,83.84942808188498,14724042,56.167762756347656,14715584,11844936.538553866
58,0.001,0.3644011639499664,0.8735,0.573540779876709,0.815,0.05001162290219907,83.82714265026152,14724042,56.167762756347656,14715584,11775203.804698147
59,0.001,0.3686299674987793,0.87166,0.5950708777427673,0.8055,0.04999430189344618,83.62170215696096,14724042,56.167762756347656,14715584,11771125.584549861
60,0.001,0.4017462153148651,0.85994,0.5671984846115112,0.8234,0.0512713018572772,83.64906110800803,14724042,56.167762756347656,14715584,12071794.388321899
61,0.001,0.33624386261940004,0.88288,0.5414187200546264,0.8247,0.050928025648328996,83.94499914720654,14724042,56.167762756347656,14715584,11990970.230114236
62,0.001,0.33237582951545713,0.8835,0.5736056579589843,0.8156,0.04988836749041522,83.7942496407777,14724042,56.167762756347656,14715584,11746183.39884919
63,0.001,0.34651330781936646,0.87652,0.5634129700660706,0.8176,0.049785974618417245,83.5380373056978,14724042,56.167762756347656,14715584,11722075.064306991
64,0.001,0.36354334166526797,0.87246,0.5393016890525818,0.8262,0.049142045740198204,83.5141486953944,14724042,56.167762756347656,14715584,11570462.43234766
65,0.001,0.3549212631416321,0.87452,0.6771448823928833,0.7829,0.050396330995912904,83.60418220981956,14724042,56.167762756347656,14715584,11865783.07299456
66,0.001,0.3675096848773956,0.87056,0.5487817970275879,0.8265,0.049076079124168115,83.99553652852774,14724042,56.167762756347656,14715584,11554930.635877477
67,0.001,0.35007870111465456,0.8771,0.6084126369953156,0.8053,0.048990940099645545,83.63394387997687,14724042,56.167762756347656,14715584,11534884.708404839
68,0.001,0.34426763783454895,0.88036,0.5424678565979004,0.8287,0.049269797114619505,83.68346188217402,14724042,56.167762756347656,14715584,11600541.409650255
69,0.001,0.3246413489532471,0.88436,0.5640734532356262,0.8225,0.05096083762839988,83.95805661566556,14724042,56.167762756347656,14715584,11998695.789297268
70,0.001,0.31057440567016603,0.88982,0.608154408454895,0.811,0.050086823617440684,83.80229254253209,14724042,56.167762756347656,14715584,11792909.763770116
71,0.001,0.3191459337234497,0.88778,0.5800271642684937,0.8194,0.04953703084309896,83.97046644240618,14724042,56.167762756347656,14715584,11663461.415715417
72,0.001,0.29922674332618715,0.89528,0.5846480868816376,0.8188,0.04893914840133102,83.53820345364511,14724042,56.167762756347656,14715584,11522690.387012037
73,0.001,0.30713895322799684,0.89204,0.5965904740333557,0.819,0.04843010258427373,83.63902107812464,14724042,56.167762756347656,14715584,11402835.883319953
74,0.001,0.30790186731338504,0.89094,0.5885217186927796,0.8164,0.0505972509765625,83.64006886258721,14724042,56.167762756347656,14715584,11913089.550635
75,0.001,0.3190226111888885,0.88774,0.6433602350234985,0.7981,0.048086543918185766,83.61682347021997,14724042,56.167762756347656,14715584,11321945.220764028
76,0.001,0.3792504656124115,0.8674,0.5638613406181335,0.821,0.05006038743760851,83.60761553049088,14724042,56.167762756347656,14715584,11786685.382570764
77,0.001,0.2875783086395264,0.9,0.5637481541633605,0.8278,0.050444971177842884,83.68893912993371,14724042,56.167762756347656,14715584,11877235.371922014
78,0.001,0.3089015686893463,0.8919,0.5559586954116821,0.8288,0.05029310076678241,83.87237000279129,14724042,56.167762756347656,14715584,11841477.583264815
79,0.001,0.2848622038650513,0.90102,0.5731567420005799,0.8261,0.048540346046730326,83.79171807318926,14724042,56.167762756347656,14715584,11428792.634235648
80,0.001,0.28348941708564757,0.90014,0.5416443561077118,0.8346,0.049523497970015914,83.69936677627265,14724042,56.167762756347656,14715584,11660275.109625578
81,0.001,0.2805576752090454,0.89982,0.613812052154541,0.8162,0.0493248152895327,83.55910736136138,14724042,56.167762756347656,14715584,11613495.402841644
82,0.001,0.29609521815776824,0.89612,0.577768759727478,0.8258,0.04924012537073206,83.69738035835326,14724042,56.167762756347656,14715584,11593555.21701662
83,0.001,0.29069226625442507,0.89668,0.5961110126495361,0.816,0.04912786187065972,83.92955786548555,14724042,56.167762756347656,14715584,11567122.849569444
84,0.001,0.2937902526760101,0.89588,0.5900212985038757,0.8242,0.04810590020073785,83.54788096621633,14724042,56.167762756347656,14715584,11326502.644793196
85,0.001,0.27959083311080934,0.90042,0.5847555276870727,0.8248,0.04825647822627315,83.5492136888206,14724042,56.167762756347656,14715584,11361956.142126298
86,0.001,0.2877198680400848,0.89972,0.5720244122505188,0.8253,0.04975164801703559,83.84343613870442,14724042,56.167762756347656,14715584,11713992.88852993
87,0.001,0.24946701641559602,0.91196,0.5709598049163819,0.83,0.049186595572012444,84.35053904540837,14724042,56.167762756347656,14715584,11580951.661023635
88,0.001,0.2487228763961792,0.91282,0.6083942879199982,0.8205,0.0482208962447555,83.8692738674581,14724042,56.167762756347656,14715584,11353578.387919746
89,0.001,0.2552522479343414,0.91008,0.5880125473022461,0.8238,0.047617529116030094,83.92259199172258,14724042,56.167762756347656,14715584,11211515.993270185
90,0.001,0.25093435841560363,0.91204,0.5783344846725463,0.8273,0.04776730697066696,83.58672009781003,14724042,56.167762756347656,14715584,11246781.090890164
91,0.001,0.2466009236907959,0.91262,0.5800122156143188,0.8302,0.04866463713469329,83.75803935341537,14724042,56.167762756347656,14715584,11458056.889361573
92,0.001,0.2640938492012024,0.90708,0.5806849001884461,0.8272,0.0487018135353371,84.03485123999417,14724042,56.167762756347656,14715584,11466810.04850544
93,0.001,0.25993921392440794,0.9079,0.6259961940765381,0.8135,0.04896388165509259,83.654446573928,14724042,56.167762756347656,14715584,11528513.815385185
94,0.001,0.2601441337776184,0.90844,0.5841972448348999,0.8237,0.049427257871274596,83.74996152706444,14724042,56.167762756347656,14715584,11637615.44151044
95,0.001,0.25559405183792117,0.91064,0.63928239736557,0.8145,0.047460321519639755,83.78580436110497,14724042,56.167762756347656,14715584,11174501.567828264
96,0.001,0.24912958060264587,0.91102,0.5960063152313232,0.8293,0.04879901041666666,83.92426120117307,14724042,56.167762756347656,14715584,11489694.990453333
97,0.001,0.23435649187088012,0.91652,0.5942251204490662,0.8312,0.048148180722837094,83.5604197345674,14724042,56.167762756347656,14715584,11336457.56598544
98,0.001,0.2753440760135651,0.9037,0.5856490522384643,0.8266,0.04688077598289207,83.6010136641562,14724042,56.167762756347656,14715584,11038047.951382894
99,0.001,0.2628783505821228,0.9082,0.5724865189552307,0.8323,0.04785395901150174,83.65720184519887,14724042,56.167762756347656,14715584,11267183.257060973
100,0.001,0.23227916768074036,0.91762,0.5789550880432129,0.8348,0.04761766169795283,83.7352599017322,14724042,56.167762756347656,14715584,11211547.20959692
