epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.705905203639865,0.49651230311293154,0.9152981059122085,0.844,0.4765948515385389,0.85625,0.04972874959309896,18.39691996574402,11708601.469635418
2,0.0001,0.7229585245478153,0.48726304876379667,0.9586540011167526,0.84312,0.49908646941185,0.875,0.05079915364583333,19.66255623847246,11960627.401666665
3,0.0001,0.6819281286609172,0.44950445620790125,0.9143518011391163,0.85362,0.458000473305583,0.85625,0.05166837480333116,16.77503064274788,12165284.952990452
4,0.0001,0.6916870696502924,0.4596307424091175,0.9237433964657783,0.84976,0.5218773111701012,0.86875,0.050849555686668116,20.909730903804302,11972494.529117478
5,0.0001,0.660942153801918,0.4333131854121387,0.8885711224508286,0.85698,0.5194730445742607,0.8625,0.052301823651349104,17.237427085638046,12314430.06871383
