setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.8383,0.04757858597366898,33.03099556523524,11202346.855947962,32.0
UniformW4,0.7605,0.048338228285047746,22.483597895142378,11381204.139836736,4.0
HessianMixed,0.8399,0.04931658469871238,22.941002883254342,11611557.515632268,4.4714283850372505
