epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,1.5905026137828826,0.4,0.6156427830457687,0.78125,0.06104241098676409,9.21245399995314,1120320.6472865513
