setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.7875,0.059657471520560126,9.16938480004319,1094902.6427525112,32.0
UniformW4,0.75625,0.06154034989220755,8.869693799988454,1129459.3957048687,4.0
StateAwareHessianMixed_a0.75,0.78125,0.06104241098676409,7.966165200105023,1120320.6472865513,4.905875132511298
