setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.9841,0.02823511570849557,21.095056324058277,547434.1691644469,32.0
UniformW8,0.9839,0.02822255198543233,11.494228723132686,547190.578475188,8.0
HessianMixed,0.9927,0.030031093340913667,11.744066823724728,582255.330628464,6.670751029893314
