setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_weight_bits
FP32,0.825,0.047741079683657046,17.018314823508263,11240605.893368779,32.0
UniformW4,0.753125,0.04871122007016782,14.21019434928894,11469024.810960649,4.0
StateAwareHessianMixed_a0.75,0.871875,0.0493395021226671,16.25751741230488,11616953.408068577,4.4714283850372505
