epoch,lr,train_loss,train_acc,test_loss,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy
1,0.0001,0.34093302778691054,0.88528,0.4751009240746498,0.871875,0.0493395021226671,23.668704740703106,11616953.408068577
