setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_state_bits_used,estimated_state_bytes_per_sample,easy_fraction_post_warmup
FP32State,0.8361,0.04761273220486111,86.49023517871359,11210386.563682223,32.0,17694720.0,0.0
FixedStateHighB8,0.8358,0.04773279251663773,173.47595790863795,11238654.685330462,8.0,4423680.0,0.0
FixedStateLowB4,0.5244,0.0815572233525029,181.73618755854997,19202594.73680829,4.0,2211840.0,0.0
AdaptiveStateB4to8,0.7617,0.04561089766890914,198.71249465141327,10739055.935395787,7.961,4402114.5600000005,0.013
