epoch,lr,train_loss,train_acc,train_avg_state_bits_used,test_loss,test_acc,spike_rate,avg_batch_infer_ms,avg_state_bits_used,state_bit_ratio_vs_high,easy_fraction_post_warmup,sop_proxy
1,0.0001,0.43341881556510925,0.85568,6.54176,0.6935008858680725,0.7941,0.05327361206054688,232.30591809056747,7.7687,0.9710875,0.0771,12543237.01216625
2,0.0001,0.4108079718875885,0.8606,6.59108,0.9059669597625732,0.748,0.060719430157696756,236.03409542969078,7.1171,0.8896375,0.2943,14296349.998683518
3,0.0001,0.40646028310775756,0.86072,6.61346,0.6769529925346375,0.7883,0.05305535558629919,238.54774305490173,7.3868,0.92335,0.2044,12491848.668480879
4,0.0001,0.3943555923128128,0.8638,6.64544,0.7312565618515015,0.7803,0.05516216163917824,220.60256495265065,7.4987,0.9373375,0.1671,12987894.77156648
5,0.0001,0.3910907834815979,0.86356,6.65804,0.7537131061553956,0.7617,0.04561089766890914,201.99989083750992,7.961,0.995125,0.013,10739055.935395787
