setting,test_acc,spike_rate,avg_batch_infer_ms,sop_proxy,avg_state_bits_used,estimated_state_bytes_per_sample,easy_fraction_post_warmup
FP32State,0.8361,0.04761273220486111,90.25514994267446,11210386.563682223,32.0,17694720.0,0.0
FixedStateHighB8,0.8358,0.04773279251663773,172.07854626712145,11238654.685330462,8.0,4423680.0,0.0
FixedStateLowB7,0.8033,0.05795502285427517,168.11184840170063,13645472.112544097,7.0,3870720.0,0.0
AdaptiveStateB7to8,0.8418,0.047563154794198495,373.1907943061962,11198713.594864491,7.919984076433121,4379434.394904458,0.10668789808917198
